reading_id,recorded_at,building_zone,sensor_id,floor_number,occupancy_count,outdoor_temp_c,outdoor_humidity_pct,outdoor_pm25_ug_m3,indoor_temp_c,indoor_humidity_pct,co2_ppm,pm25_ug_m3,tvoc_ppb,air_flow_m3_h,fan_speed_rpm,hvac_power_kw,filter_pressure_pa,vibration_mm_s,maintenance_days,window_open_pct,equipment_age_years,firmware_version,diagnostic_state
400,2025-01-09T15:30,B01-Z04,S0024,4,36,25.73,53.37,32.17,26.02,69.29,1245.04,38.06,410.51,607.71,887.48,52.21,420.35,1.65,72,42.18,6.9,v1.0.2,ventilation_issue
401,2025-01-09T16:00,B05-Z03,S0115,3,37,30.28,64.58,71.94,27.47,45.99,583.0,22.59,284.8,2184.18,1574.9,17.98,159.81,2.55,73,79.04,1.7,v2.1.3,normal
402,2025-01-09T16:30,B01-Z02,S0115,2,31,27.5,60.18,16.14,26.32,61.6,556.98,6.3,213.4,2244.07,903.2,23.65,118.77,1.89,96,77.37,8.9,v1.0.2,normal
403,2025-01-09T17:00,B01-Z01,S0029,1,44,18.19,49.73,37.6,18.32,53.71,476.16,13.44,161.28,3063.19,1079.93,24.22,209.32,0.69,98,6.0,2.9,v1.1.0,normal
404,2025-01-09T17:30,B02-Z01,S0075,1,17,20.27,83.79,67.71,21.6,64.32,556.39,29.39,345.04,1971.32,1274.74,28.19,173.57,1.22,63,6.62,6.4,v1.1.0,normal
405,2025-01-09T18:00,B06-Z03,S0010,3,19,26.9,54.56,61.93,25.71,52.7,580.92,24.9,315.56,2939.59,1127.74,34.04,166.53,0.67,116,73.34,8.3,v1.1.0,normal
406,2025-01-09T18:30,B04-Z01,S0025,1,30,25.62,75.88,81.6,25.08,47.04,572.11,27.1,236.53,1954.28,928.03,15.41,160.69,3.54,129,34.52,4.4,v2.0.1,normal
407,2025-01-09T19:00,B01-Z02,S0057,2,41,19.76,74.19,66.24,18.3,50.88,552.89,31.68,103.32,2541.39,1252.31,27.34,157.69,3.43,71,19.1,2.5,v2.1.3,normal
408,2025-01-09T19:30,B04-Z01,S0051,1,44,31.21,84.58,33.78,28.44,60.71,534.72,13.05,348.25,2634.84,941.65,33.35,120.37,2.71,86,54.52,8.6,v1.1.0,normal
409,2025-01-09T20:00,B01-Z01,S0086,1,7,24.01,52.99,33.47,20.47,58.58,701.52,16.01,66.78,3157.36,1441.74,29.58,163.71,1.32,25,40.25,1.4,v2.0.1,normal
410,2025-01-09T20:30,B04-Z03,S0063,3,38,35.82,56.58,49.05,34.01,45.27,536.37,25.16,165.28,3047.92,987.22,34.36,204.27,2.54,37,32.83,3.7,v1.0.2,normal
411,2025-01-09T21:00,B02-Z04,S0074,4,33,35.52,61.17,67.11,32.68,64.1,630.78,39.57,415.03,3028.0,1034.81,31.97,208.91,1.46,49,75.62,0.9,v2.0.1,normal
412,2025-01-09T21:30,B05-Z04,S0016,4,42,26.19,88.57,70.46,23.92,64.39,584.65,35.63,249.86,2452.84,1501.65,18.76,216.33,1.33,32,17.39,1.0,v2.0.1,normal
413,2025-01-09T22:00,B01-Z01,S0056,1,12,33.01,47.25,24.64,34.28,60.71,585.66,14.48,418.12,2585.05,1376.73,38.84,188.45,0.41,99,19.9,4.3,v1.0.2,normal
414,2025-01-09T22:30,B03-Z01,S0118,1,36,23.59,70.38,62.52,21.52,56.56,645.5,22.5,239.85,1989.97,1247.59,28.86,143.12,3.04,81,7.68,5.0,v2.0.1,normal
415,2025-01-09T23:00,B04-Z03,S0046,3,8,25.57,63.46,16.94,24.92,64.15,558.9,8.92,410.97,2661.29,1369.57,22.56,136.69,0.49,119,10.07,7.8,v2.1.3,normal
416,2025-01-09T23:30,B01-Z02,S0011,2,3,32.94,74.24,38.34,29.52,50.81,578.88,15.31,261.34,1885.21,1343.72,33.51,184.19,3.69,40,71.6,3.2,v2.0.1,normal
417,2025-01-10T00:00,B06-Z04,S0120,4,3,26.73,75.95,23.03,22.73,57.08,459.94,7.58,176.97,2086.01,1021.23,26.84,201.6,0.94,113,67.82,8.2,v1.0.2,normal
418,2025-01-10T00:30,B04-Z02,S0019,2,42,21.33,81.83,61.02,18.35,59.83,600.4,27.02,210.47,2206.05,1040.91,31.69,215.5,1.92,31,11.85,5.6,v1.0.2,normal
419,2025-01-10T01:00,B05-Z03,S0039,3,32,29.71,74.57,46.11,31.16,52.09,465.97,26.04,411.99,2441.69,1357.54,15.23,127.41,2.1,145,12.11,3.6,v1.1.0,normal
420,2025-01-10T01:30,B03-Z01,S0101,1,8,23.45,62.73,79.13,26.32,69.41,1571.75,118.15,289.65,1060.83,825.09,58.19,428.56,2.35,41,5.41,2.6,v1.0.2,ventilation_issue
421,2025-01-10T02:00,B04-Z04,S0120,4,3,23.83,55.42,69.02,25.33,60.91,454.79,38.94,104.64,2819.43,1514.58,24.6,217.07,0.56,45,48.52,3.4,v2.1.3,normal
422,2025-01-10T02:30,B04-Z01,S0018,1,40,28.33,53.99,32.67,36.67,76.29,700.6,15.19,97.52,2176.61,1458.23,65.22,175.0,,146,0.42,5.4,v1.0.2,thermal_issue
423,2025-01-10T03:00,B03-Z03,S0024,3,28,35.24,77.77,51.97,32.38,49.15,693.1,23.4,206.69,2299.08,900.24,37.49,203.88,0.57,60,23.86,1.0,v2.0.1,normal
424,2025-01-10T03:30,B01-Z01,S0029,1,19,23.22,82.27,42.33,24.37,81.81,1257.86,49.07,82.09,1027.54,1023.6,41.03,392.49,0.69,8,73.39,0.8,v2.1.3,ventilation_issue
425,2025-01-10T04:00,B03-Z01,S0026,1,44,31.77,51.27,53.3,32.17,63.48,638.9,30.03,374.92,2129.86,1589.96,16.82,214.28,0.55,142,59.14,4.8,v1.1.0,normal
426,2025-01-10T04:30,B03-Z01,S0093,1,34,18.64,67.84,60.52,17.23,51.07,700.45,35.79,207.96,1830.02,1120.64,16.38,195.1,0.36,33,30.97,4.4,v2.1.3,normal
427,2025-01-10T05:00,B05-Z02,S0018,2,34,20.12,72.7,78.25,18.23,51.86,722.96,29.07,446.47,1928.79,865.12,15.25,155.44,,33,65.01,4.4,v2.0.1,normal
428,2025-01-10T05:30,B01-Z02,S0041,2,22,29.79,55.99,35.47,29.43,54.57,460.38,11.46,394.92,2150.28,1538.63,28.59,164.44,1.36,63,44.11,5.2,v2.0.1,normal
429,2025-01-10T06:00,B03-Z03,S0090,3,7,19.88,60.6,43.76,21.58,54.72,445.89,25.1,378.39,2978.0,1185.7,28.02,143.54,3.72,30,51.99,0.7,v1.0.2,normal
430,2025-01-10T06:30,B03-Z01,S0036,1,34,23.41,88.43,19.18,24.54,52.68,426.22,7.96,179.01,2421.63,1317.43,20.61,151.73,1.52,87,,8.8,v2.0.1,normal
431,2025-01-10T07:00,B05-Z03,S0028,3,34,24.14,82.32,45.39,25.71,78.23,1835.41,43.18,283.31,687.37,1433.79,44.7,420.98,2.12,61,30.5,1.7,v1.0.2,ventilation_issue
432,2025-01-10T07:30,B03-Z01,S0103,1,0,22.94,89.95,68.99,20.71,56.42,432.74,26.37,281.69,2176.25,1173.92,21.26,181.83,1.23,120,37.02,0.8,v2.0.1,normal
433,2025-01-10T08:00,B04-Z04,S0082,4,8,21.92,47.64,80.72,22.58,75.26,1414.03,77.3,128.05,743.84,956.62,54.15,358.66,2.6,130,52.37,8.2,v2.0.1,ventilation_issue
434,2025-01-10T08:30,B01-Z02,S0071,2,28,19.09,77.15,33.13,16.63,58.57,702.97,13.45,90.21,2805.65,860.68,30.01,148.47,2.3,110,54.48,8.4,v1.1.0,normal
435,2025-01-10T09:00,B01-Z01,S0042,1,6,24.49,88.88,77.82,22.74,63.85,517.04,24.07,375.13,2315.62,1092.44,22.27,126.51,3.03,56,46.52,3.9,v1.0.2,normal
436,2025-01-10T09:30,B06-Z02,S0093,2,33,31.73,74.21,81.86,33.48,64.85,606.58,49.06,296.77,2682.45,1288.96,33.35,169.29,2.12,63,15.6,3.5,v2.0.1,normal
437,2025-01-10T10:00,B02-Z04,S0059,4,26,35.5,76.19,46.15,37.25,53.2,446.3,21.6,382.85,1907.02,1372.99,24.06,163.26,3.54,36,72.74,5.9,v2.0.1,normal
438,2025-01-10T10:30,B03-Z03,S0041,3,45,25.35,67.73,25.39,24.32,62.63,485.37,8.99,349.71,2435.7,1641.44,19.17,156.05,0.42,34,55.2,5.1,v2.1.3,normal
439,2025-01-10T11:00,B04-Z02,S0046,2,28,30.54,55.86,35.54,28.56,61.49,531.09,17.15,306.02,1950.88,1423.43,33.05,118.11,1.82,131,56.01,1.3,v1.0.2,normal
440,2025-01-10T11:30,B05-Z03,S0076,3,37,29.69,62.07,45.7,28.74,56.76,731.77,15.04,421.94,2216.29,835.64,23.53,172.05,1.64,54,76.28,4.4,v2.0.1,normal
441,2025-01-10T12:00,B05-Z03,S0113,3,42,19.79,57.82,23.3,17.43,53.78,712.17,9.01,97.43,3084.77,833.78,39.72,192.88,2.08,139,47.87,5.3,v1.1.0,normal
442,2025-01-10T12:30,B01-Z01,S0063,1,28,18.46,54.14,80.93,20.89,78.3,1620.89,133.37,252.37,835.95,1623.17,37.74,418.89,0.78,21,53.5,7.2,v1.1.0,ventilation_issue
443,2025-01-10T13:00,B06-Z04,S0010,4,20,27.13,57.42,59.14,26.21,60.54,653.25,23.33,277.69,3094.62,1009.03,25.83,212.56,2.49,97,50.18,8.3,v1.1.0,normal
444,2025-01-10T13:30,B06-Z02,S0026,2,35,20.73,81.62,66.35,18.43,48.97,709.04,38.83,336.9,3000.02,1336.37,33.74,110.35,,61,49.07,6.2,v2.1.3,normal
445,2025-01-10T14:00,B05-Z01,S0085,1,18,33.8,82.83,76.25,43.64,80.78,915.01,48.73,234.4,1852.1,1361.52,52.39,178.46,1.79,89,76.51,6.8,v1.1.0,thermal_issue
446,2025-01-10T14:30,B04-Z04,S0108,4,25,26.81,63.54,31.44,27.56,72.69,1989.81,50.45,225.83,648.64,1340.83,54.29,356.62,0.49,12,17.52,3.3,v2.1.3,ventilation_issue
447,2025-01-10T15:00,B02-Z04,S0074,4,21,27.65,80.08,22.72,32.46,75.27,1229.22,31.49,359.07,1360.22,968.67,35.53,373.09,2.59,41,28.97,8.0,v2.1.3,ventilation_issue
448,2025-01-10T15:30,B06-Z03,S0030,3,2,20.91,61.82,43.94,20.23,49.97,424.5,24.33,177.57,2857.17,905.1,28.16,165.16,3.0,97,21.8,6.4,v1.1.0,normal
449,2025-01-10T16:00,B06-Z04,S0113,4,12,19.53,48.33,65.55,20.1,53.31,424.86,35.99,395.13,2646.82,1190.07,18.8,190.95,1.79,26,24.17,2.9,v2.1.3,normal
450,2025-01-10T16:30,B04-Z01,S0038,1,45,22.0,63.28,34.5,19.71,59.06,587.18,14.31,147.38,3190.42,1278.68,33.19,214.66,1.69,80,29.59,3.5,v1.0.2,normal
451,2025-01-10T17:00,B01-Z04,S0072,4,19,33.57,67.04,32.5,30.42,57.33,576.26,16.8,385.39,2593.29,1540.71,20.81,194.41,,69,47.9,6.7,v2.1.3,normal
452,2025-01-10T17:30,B05-Z02,S0064,2,10,29.74,59.48,64.62,28.83,62.17,747.61,20.96,107.38,1947.06,1220.91,32.48,151.33,3.34,135,70.84,4.9,v2.1.3,normal
453,2025-01-10T18:00,B04-Z01,S0002,1,39,25.84,58.24,79.54,25.9,55.45,622.98,32.73,204.79,2710.31,1434.75,18.54,167.56,1.95,35,26.41,2.0,v2.1.3,normal
454,2025-01-10T18:30,B01-Z01,S0041,1,22,20.71,48.02,83.39,18.58,48.75,649.03,38.47,404.5,2263.45,1574.78,16.53,161.56,0.35,110,22.74,5.8,v2.0.1,normal
455,2025-01-10T19:00,B03-Z04,S0080,4,41,34.82,70.25,59.91,35.04,74.82,1202.98,65.59,188.76,742.66,1540.64,49.09,337.74,2.37,122,64.58,2.4,v1.0.2,ventilation_issue
456,2025-01-10T19:30,B02-Z04,S0028,4,32,32.46,51.59,26.54,33.71,51.47,715.66,8.38,153.9,2516.39,1512.85,25.99,183.13,3.01,82,28.4,5.3,v1.1.0,normal
457,2025-01-10T20:00,B02-Z02,S0082,2,29,30.8,82.79,54.23,32.74,79.72,1785.37,76.04,194.94,948.33,962.34,43.7,323.54,2.46,96,73.65,2.1,v1.0.2,ventilation_issue
458,2025-01-10T20:30,B02-Z03,S0057,3,44,21.51,71.38,37.99,22.98,63.32,585.92,11.55,166.93,2182.24,1410.33,31.18,180.58,2.3,121,,9.5,v2.1.3,normal
459,2025-01-10T21:00,B04-Z04,S0023,4,7,33.75,78.78,71.52,29.98,45.58,715.11,24.74,308.62,2830.67,965.06,36.77,124.48,0.64,5,78.67,3.5,v2.0.1,normal
460,2025-01-10T21:30,B06-Z03,S0022,3,5,28.56,87.49,51.14,33.2,70.08,1937.72,76.85,77.36,651.96,1515.81,55.63,390.21,2.71,1,50.82,3.3,v2.0.1,ventilation_issue
461,2025-01-10T22:00,B01-Z04,S0044,4,0,33.05,48.87,80.12,29.58,63.36,480.23,26.11,206.07,2244.5,1345.97,30.67,112.21,2.83,49,66.98,7.2,v1.1.0,normal
462,2025-01-10T22:30,B03-Z02,S0007,2,22,23.17,57.55,54.55,21.65,61.71,510.02,19.63,196.06,3170.99,831.22,21.48,158.36,1.87,150,66.54,4.0,v1.1.0,normal
463,2025-01-10T23:00,B06-Z03,S0056,3,2,32.6,80.83,29.52,32.8,55.08,693.85,15.89,261.64,1927.06,1279.2,34.34,138.4,1.96,9,25.84,3.4,v1.0.2,normal
464,2025-01-10T23:30,B06-Z01,S0046,1,29,18.14,63.96,38.43,21.03,62.51,2013.15,45.18,330.85,973.47,1310.8,39.65,323.04,1.96,124,57.87,6.6,v2.0.1,ventilation_issue
465,2025-01-11T00:00,B01-Z02,S0119,2,44,31.74,85.54,50.49,33.27,79.35,2053.98,63.65,137.4,622.84,1615.93,47.81,449.13,2.93,24,26.65,3.3,v1.1.0,ventilation_issue
466,2025-01-11T00:30,B03-Z04,S0059,4,23,26.29,74.64,29.03,23.32,51.15,480.92,16.18,,2411.17,980.62,33.1,126.96,0.65,121,31.52,6.5,v2.1.3,normal
467,2025-01-11T01:00,B06-Z03,S0032,3,31,19.72,50.78,68.41,19.52,79.33,1998.02,112.04,438.39,1184.3,999.88,45.61,375.14,,93,14.25,3.6,v1.0.2,ventilation_issue
468,2025-01-11T01:30,B05-Z04,S0077,4,30,34.46,74.05,24.67,34.59,65.28,1535.4,29.74,,1123.24,1509.1,45.64,359.89,1.78,120,54.59,7.8,v2.0.1,ventilation_issue
469,2025-01-11T02:00,B06-Z02,S0094,2,19,33.52,81.16,15.86,31.43,56.49,546.72,6.92,349.41,2480.6,1463.85,39.0,154.19,3.12,86,40.16,8.1,v2.0.1,normal
470,2025-01-11T02:30,B01-Z04,S0101,4,27,25.63,79.18,75.92,22.11,45.14,732.91,38.89,169.87,2160.97,1383.43,27.87,177.6,2.01,65,71.13,4.3,v2.0.1,normal
471,2025-01-11T03:00,B01-Z01,S0070,1,8,23.28,63.77,46.27,21.07,45.71,456.86,24.04,306.84,2543.78,1007.49,24.91,129.28,1.26,135,55.12,5.6,v1.0.2,normal
472,2025-01-11T03:30,B01-Z03,S0042,3,,20.64,88.96,59.65,21.93,52.64,743.49,19.3,160.17,3098.42,898.96,33.73,156.48,3.39,50,34.67,5.6,v2.0.1,normal
473,2025-01-11T04:00,B05-Z04,S0066,4,25,32.29,76.24,18.42,31.73,49.3,728.71,7.04,324.5,2764.41,1152.18,19.64,165.17,1.73,34,,3.0,v2.1.3,normal
474,2025-01-11T04:30,B05-Z04,S0102,4,24,23.73,54.96,16.27,31.34,71.4,743.92,11.14,277.49,2192.37,1526.2,59.7,232.52,1.42,128,12.14,2.4,v1.1.0,thermal_issue
475,2025-01-11T05:00,B06-Z02,S0050,2,43,18.58,83.35,82.74,18.37,56.23,533.95,29.97,120.8,3178.82,1450.2,24.23,142.1,2.48,73,33.23,5.5,v2.1.3,normal
476,2025-01-11T05:30,B02-Z04,S0049,4,25,20.37,72.32,74.48,19.95,65.46,2092.13,105.29,197.29,742.9,1335.73,38.98,428.85,3.45,82,61.64,5.0,v2.1.3,ventilation_issue
477,2025-01-11T06:00,B02-Z04,S0110,4,6,31.62,57.88,79.72,28.56,62.47,552.02,24.0,314.71,2961.81,917.79,34.07,182.18,1.74,129,49.51,9.5,v2.1.3,normal
478,2025-01-11T06:30,B01-Z01,S0042,1,29,21.0,73.15,62.91,22.71,45.45,618.44,33.78,401.11,2345.08,1049.03,27.78,131.23,3.58,8,25.82,2.4,v2.1.3,normal
479,2025-01-11T07:00,B04-Z03,S0032,3,4,25.99,55.88,27.38,24.76,57.83,685.22,15.1,,3020.92,1646.2,37.72,136.93,,99,69.37,1.1,v2.1.3,normal
480,2025-01-11T07:30,B03-Z01,S0114,1,23,20.18,79.95,60.3,19.39,45.47,578.67,31.22,421.68,2210.15,1520.01,24.96,200.45,1.84,149,8.29,7.3,v1.0.2,normal
481,2025-01-11T08:00,B06-Z04,S0022,4,21,29.82,51.39,32.01,28.72,50.29,528.91,16.26,233.42,2441.54,1447.12,32.73,192.78,2.75,38,47.55,5.2,v1.0.2,normal
482,2025-01-11T08:30,B02-Z04,S0113,4,18,24.53,58.1,81.14,21.48,57.68,576.84,35.05,160.35,2212.83,810.26,33.59,186.46,3.28,94,11.87,7.0,v2.1.3,normal
483,2025-01-11T09:00,B04-Z04,S0080,4,24,35.5,73.97,56.1,37.51,73.08,1477.98,97.25,,1118.7,1036.57,56.77,387.49,1.5,31,17.94,6.3,v2.0.1,ventilation_issue
484,2025-01-11T09:30,B04-Z04,S0059,4,32,29.5,45.55,67.24,30.41,60.75,716.38,35.13,275.78,2308.98,847.58,15.82,178.9,2.89,146,77.63,5.2,v1.1.0,normal
485,2025-01-11T10:00,B03-Z01,S0103,1,4,30.41,74.29,32.16,30.55,54.12,433.28,15.52,111.69,2572.77,1205.69,17.28,130.9,1.03,26,60.93,5.3,v1.0.2,normal
486,2025-01-11T10:30,B03-Z03,S0102,3,28,21.54,50.24,20.84,18.72,55.85,490.95,9.3,135.97,2597.06,1441.38,29.54,204.73,2.45,70,0.04,4.9,v1.1.0,normal
487,2025-01-11T11:00,B03-Z03,S0065,3,0,23.11,74.04,33.49,22.3,51.82,643.69,15.1,440.0,2676.29,1058.94,17.79,193.23,0.87,114,34.56,3.6,v1.1.0,normal
488,2025-01-11T11:30,B02-Z03,S0100,3,25,22.17,58.82,36.38,22.77,54.44,645.97,21.04,392.42,2094.41,1355.47,31.8,145.61,0.85,107,78.49,7.5,v2.0.1,normal
489,2025-01-11T12:00,B02-Z04,S0120,4,,34.82,82.55,40.96,32.66,59.53,693.65,16.16,81.57,2231.22,1033.08,29.08,193.9,2.56,52,36.55,2.4,v2.0.1,normal
490,2025-01-11T12:30,B03-Z02,S0107,2,30,23.79,80.59,37.8,23.15,48.99,490.94,17.04,291.25,2998.96,1615.77,17.67,136.75,3.61,125,31.21,2.7,v2.1.3,normal
491,2025-01-11T13:00,B01-Z02,S0013,2,37,24.17,69.21,45.67,21.88,54.44,710.68,14.71,138.0,3168.05,1021.61,33.31,200.67,1.16,136,61.02,7.9,v1.0.2,normal
492,2025-01-11T13:30,B02-Z01,S0099,1,12,33.67,76.47,66.73,38.41,69.03,1872.7,104.94,334.58,771.85,901.31,43.03,351.88,2.92,106,,4.3,v2.1.3,ventilation_issue
493,2025-01-11T14:00,B01-Z02,S0107,2,4,34.43,68.05,16.13,33.05,45.64,586.39,8.7,439.95,2906.19,874.57,27.3,173.23,2.16,120,67.7,6.0,v1.1.0,normal
494,2025-01-11T14:30,B01-Z03,S0099,3,27,32.72,65.96,77.25,34.69,48.04,529.04,27.39,216.57,2605.31,1074.03,26.35,195.92,2.48,39,0.68,2.8,v1.1.0,normal
495,2025-01-11T15:00,B05-Z03,S0087,3,6,27.58,74.41,29.02,31.51,83.13,1993.24,44.79,,1061.48,1611.46,39.72,340.76,3.26,84,43.21,8.3,v1.1.0,ventilation_issue
496,2025-01-11T15:30,B06-Z02,S0027,2,,20.94,89.6,31.31,22.46,60.45,429.01,17.64,393.13,3122.14,1455.34,18.08,214.28,0.47,32,15.89,1.3,v1.1.0,normal
497,2025-01-11T16:00,B05-Z01,S0117,1,30,27.3,52.33,29.67,28.94,59.81,538.27,17.76,103.68,2381.18,1528.87,20.26,119.99,0.33,91,32.02,3.7,v2.0.1,normal
498,2025-01-11T16:30,B01-Z03,S0056,3,15,29.74,55.32,64.08,39.47,87.82,1037.97,26.04,63.62,2357.08,1306.77,63.24,266.65,0.79,54,3.12,8.3,v2.0.1,thermal_issue
499,2025-01-11T17:00,B03-Z04,S0080,4,19,20.83,52.76,80.54,22.62,59.84,687.41,28.55,205.54,3030.71,821.96,17.73,127.86,2.48,8,,8.5,v1.0.2,normal
500,2025-01-11T17:30,B06-Z04,S0112,4,29,25.34,69.28,68.38,25.68,48.39,453.04,27.67,393.89,2111.78,1064.72,25.5,117.3,0.77,121,50.95,8.6,v2.0.1,normal
